Cupo_TC,SEX_1,SEX_2,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3,AGE,RETRASO_PAGO_ESTADO_t-0,RETRASO_PAGO_ESTADO_t-1,RETRASO_PAGO_ESTADO_t-2,RETRASO_PAGO_ESTADO_t-3,RETRASO_PAGO_ESTADO_t-4,RETRASO_PAGO_ESTADO_t-5,DEUDA_MES_t-0,DEUDA_MES_t-1,DEUDA_MES_t-2,DEUDA_MES_t-3,DEUDA_MES_t-4,DEUDA_MES_t-5,PAGO_MES_t-0,PAGO_MES_t-1,PAGO_MES_t-2,PAGO_MES_t-3,PAGO_MES_t-4,PAGO_MES_t-5,default payment next month,AGE_DECILES,PROMEDIO_DEUDA,CUPO_DECILES,DEUDA/CUPO
350000,0,1,0,0,1,0,1,0,0,37,-2,-2,-2,-2,-2,-2,316,316,316,466,466,316,316,316,466,466,316,316,0,6,366.0,9,0.0010457142857142857
500000,0,1,0,1,0,0,1,0,0,28,0,0,0,0,0,0,24677,28287,32988,21579,26674,28697,7013,8071,3013,8012,5019,2006,0,3,27150.333333333332,10,0.054300666666666664
40000,1,0,0,1,0,0,0,1,0,43,-1,-1,-1,-1,-1,-1,220,960,960,960,1383,960,960,960,960,1383,960,960,0,8,907.1666666666666,2,0.022679166666666667
50000,1,0,1,0,0,0,0,1,0,53,-1,-1,-1,-1,-1,-1,4794,3848,4682,4521,4165,4809,4000,5000,5000,4200,4810,4763,0,10,4469.833333333333,2,0.08939666666666667
390000,1,0,0,0,1,0,1,0,0,26,-2,-1,-1,0,0,0,5044,1248,199466,200701,210885,213137,1248,201925,6195,30000,8000,8000,0,2,138413.5,10,0.35490641025641023
160000,0,1,0,0,1,0,1,0,0,33,2,2,2,0,0,0,146129,158066,156898,154725,115841,111615,15000,4000,8000,4000,4000,4000,1,5,140545.66666666666,6,0.8784104166666666
50000,0,1,0,1,0,0,1,0,0,35,0,0,0,0,0,0,49986,46720,48166,49167,26032,26235,23800,2200,2150,1000,1000,1000,1,6,41051.0,2,0.82102
140000,0,1,0,0,1,0,1,0,0,32,-2,-2,-2,-2,-2,-2,672,10212,850,415,100,1430,10212,850,415,100,1430,0,0,5,2279.8333333333335,5,0.01628452380952381
310000,1,0,0,1,0,0,1,0,0,25,-2,-2,-2,-2,-2,-2,2548,10304,12497,8568,1787,498,10317,12497,8580,1787,498,3019,0,1,6033.666666666667,9,0.019463440860215054
20000,1,0,0,0,1,0,1,0,0,23,0,0,2,0,0,0,6988,8310,10015,9195,9539,9574,1444,2000,329,492,342,354,1,1,8936.833333333334,1,0.4468416666666667
470000,1,0,0,1,0,0,1,0,0,40,0,0,0,0,0,0,277185,282983,290274,294508,300646,306652,10257,11982,10536,10879,10971,11326,0,7,292041.3333333333,10,0.6213645390070922
230000,0,1,0,0,1,0,1,0,0,28,0,0,0,0,0,0,29108,29240,30062,31253,31965,36782,1587,1409,10000,1193,6782,1026,0,3,31401.666666666668,7,0.13652898550724638
60000,0,1,0,0,1,0,1,0,0,28,0,0,2,2,0,0,59059,50579,24193,23511,24019,24481,3800,1900,0,1200,1000,3500,0,3,34307.0,3,0.5717833333333333
50000,0,1,1,0,0,0,0,1,0,29,1,2,0,0,0,0,22446,21799,23130,24432,26862,29244,0,1698,2000,3000,3000,5000,0,3,24652.166666666668,2,0.49304333333333333
300000,1,0,1,0,0,0,0,1,0,28,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,1,3,390.0,9,0.0013
130000,0,1,1,0,0,0,1,0,0,54,2,0,0,0,0,0,98285,94075,92857,95351,95525,96980,4300,4300,7400,3600,4000,4000,0,10,95512.16666666667,5,0.7347089743589744
320000,1,0,0,1,0,0,0,1,0,42,-1,-1,-1,-1,-1,-1,2862,18729,23405,16662,38459,2836,18729,23421,16683,38459,2836,1286,0,8,17158.833333333332,9,0.05362135416666666
50000,1,0,0,0,1,0,1,0,0,23,2,2,2,2,2,2,44609,44579,46573,47510,48425,49502,1000,3000,2000,2000,2000,0,1,1,46866.333333333336,2,0.9373266666666668
260000,0,1,0,0,1,0,0,1,0,39,0,0,0,0,0,0,5992,7000,8024,9185,9384,9426,1116,1140,1301,500,341,343,0,7,8168.5,8,0.031417307692307696
390000,0,1,0,1,0,0,0,1,0,42,-1,-1,-1,-1,-1,-1,1565,1733,2472,2626,989,4647,1733,2492,2637,992,4667,277,0,8,2338.6666666666665,10,0.005996581196581197
100000,1,0,0,1,0,0,0,1,0,32,0,0,0,0,0,0,29987,29219,27865,11166,32261,7961,2007,2049,1045,23610,4000,1000,0,5,23076.5,4,0.230765
50000,0,1,0,1,0,0,0,1,0,28,0,0,-1,-1,-1,-1,20914,29303,2515,7885,14493,2113,10087,2522,7951,14493,2120,3027,0,3,12870.5,2,0.25741
100000,1,0,0,1,0,0,1,0,0,23,0,0,0,0,0,0,42409,43404,44446,45704,54916,56063,1700,1742,2000,10000,2025,2150,0,1,47823.666666666664,4,0.47823666666666664
410000,1,0,0,0,1,0,1,0,0,28,0,0,0,0,-2,-1,210866,109320,11546,858,0,1117,2444,3056,968,0,1117,0,0,3,55617.833333333336,10,0.13565325203252032
280000,1,0,0,0,1,0,0,1,0,34,-1,0,0,0,0,0,11584,12211,10247,10247,6170,11170,7011,3000,0,123,5000,0,1,5,10271.5,8,0.03668392857142857
280000,0,1,0,1,0,0,0,1,0,28,0,0,0,0,0,0,24189,25294,26667,26926,27492,28333,1500,1800,1000,1000,1300,1000,0,3,26483.5,8,0.09458392857142857
120000,1,0,1,0,0,0,0,1,0,49,0,0,0,0,0,0,44244,44075,44823,44683,45537,50293,2000,3000,2000,3000,7000,3000,0,9,45609.166666666664,5,0.3800763888888889
20000,0,1,1,0,0,0,1,0,0,34,1,4,3,2,2,2,15526,14996,14474,13944,15073,14692,0,0,0,1363,0,2000,0,5,14784.166666666666,1,0.7392083333333334
20000,0,1,0,1,0,0,1,0,0,23,2,0,0,2,2,-2,15021,17452,19853,19437,0,0,6000,3000,295,0,0,0,1,1,11960.5,1,0.598025
30000,1,0,0,1,0,0,1,0,0,24,1,2,2,0,0,0,26690,27954,27226,28427,28752,28447,2000,0,2000,1000,1100,1500,0,1,27916.0,1,0.9305333333333333
110000,1,0,0,1,0,0,1,0,0,23,0,0,0,0,-1,0,1877,2507,1320,1270,63697,51866,1000,1000,100,63697,2427,2050,1,1,20422.833333333332,4,0.1856621212121212
130000,0,1,1,0,0,0,1,0,0,28,-1,-1,-1,-1,-1,-1,3964,600,0,631,0,427,600,0,631,0,427,1747,0,3,937.0,5,0.007207692307692307
310000,0,1,1,0,0,0,0,1,0,32,0,0,0,0,0,0,172772,152397,110375,84373,57779,14163,8295,6000,4000,3000,1000,2000,0,5,98643.16666666667,9,0.3182037634408602
50000,0,1,0,1,0,0,1,0,0,36,2,2,2,2,2,2,32899,34076,34522,33668,35323,36588,2000,1300,0,2200,2000,1500,1,6,34512.666666666664,2,0.6902533333333333
500000,0,1,0,1,0,0,0,1,0,42,0,0,0,0,0,0,114374,130999,153648,172515,178758,192589,50012,51343,70000,70000,80000,50000,0,8,157147.16666666666,10,0.3142943333333333
180000,1,0,1,0,0,0,0,1,0,32,-1,-1,0,0,0,0,166,1484,2526,3452,3522,4909,1484,1074,1000,70,1387,28,0,5,2676.5,6,0.014869444444444444
360000,1,0,0,1,0,0,0,1,0,58,-2,-1,-1,-2,-2,-2,0,600,0,0,0,1459,600,0,0,0,1459,0,0,10,343.1666666666667,9,0.0009532407407407408
500000,0,1,0,0,1,0,1,0,0,28,0,0,0,0,0,0,59646,49412,48060,51132,49348,40652,43018,3030,10022,3064,3022,2018,0,3,49708.333333333336,10,0.09941666666666667
260000,1,0,0,0,1,0,0,1,0,34,0,0,0,0,0,0,136914,139380,140836,153026,156108,158893,7000,5188,15000,7500,7000,3000,0,5,147526.16666666666,8,0.5674083333333333
320000,0,1,0,0,1,0,0,1,0,40,-1,-1,-1,-1,-1,0,22155,10853,33968,86024,232017,15622,10908,34151,86466,232242,3199,7500,0,7,66773.16666666667,9,0.20866614583333334
50000,0,1,0,0,1,0,1,0,0,38,0,0,0,0,0,0,27148,27619,20997,21018,20556,20302,1655,1323,734,1058,406,0,0,7,22940.0,2,0.4588
210000,1,0,0,0,1,0,1,0,0,30,0,0,0,0,0,0,52514,52053,52558,52515,52108,51758,2449,3000,2500,2000,2000,2000,0,4,52251.0,7,0.2488142857142857
500000,1,0,0,1,0,0,1,0,0,32,0,0,0,0,0,0,44462,37890,28527,27030,27454,30486,7000,7000,8000,10000,12000,2876,0,5,32641.5,10,0.065283
160000,0,1,0,0,1,0,0,1,0,42,0,0,0,0,0,3,69896,71971,73996,75065,82472,80984,3810,3831,2900,8800,0,0,0,8,75730.66666666667,6,0.4733166666666667
100000,0,1,0,1,0,0,0,1,0,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.0,4,0.0
130000,1,0,0,0,1,0,0,1,0,35,0,0,0,-1,-1,-1,81313,117866,17740,1330,7095,1190,40000,5000,1330,7095,1190,2090,0,6,37755.666666666664,5,0.2904282051282051
120000,1,0,0,1,0,0,0,1,0,41,0,0,0,0,0,0,118131,116607,108720,92649,89533,89204,4211,3710,3184,3200,3200,3133,1,8,102474.0,5,0.85395
110000,1,0,0,0,1,0,1,0,0,24,2,0,0,0,0,2,85123,40882,35428,39680,44097,42543,2000,2000,5000,5000,0,2000,1,1,47958.833333333336,4,0.43598939393939395
210000,0,1,0,0,1,0,0,1,0,39,-1,-1,2,2,-1,2,3391,775,450,125,800,325,1000,0,0,1000,0,650,0,7,977.6666666666666,7,0.004655555555555555
30000,0,1,1,0,0,0,0,1,0,36,-1,-1,-1,-1,0,-1,1493,1555,390,780,390,390,1858,390,780,0,390,0,0,6,833.0,1,0.027766666666666665
320000,1,0,0,1,0,0,0,1,0,27,-2,-2,-2,-2,-2,-2,1175,0,0,0,5210,0,0,0,0,5210,0,0,0,2,1064.1666666666667,9,0.0033255208333333335
150000,0,1,0,0,1,0,0,1,0,47,-1,-1,-1,-1,-1,-1,4003,2877,3190,389,389,389,2891,3205,390,390,390,376,0,9,1872.8333333333333,5,0.012485555555555555
100000,1,0,1,0,0,0,0,1,0,36,-1,-1,-1,-1,-1,-1,476,476,476,476,476,1075,476,476,476,476,1075,876,0,6,575.8333333333334,4,0.005758333333333334
50000,1,0,0,1,0,0,1,0,0,34,-2,-2,-2,-2,-2,-2,588,592,390,390,280,720,592,390,390,280,913,390,0,5,493.3333333333333,2,0.009866666666666666
220000,1,0,0,1,0,0,0,1,0,45,0,0,0,0,0,0,204052,207977,214117,216712,194521,198246,7600,10000,8255,7200,7500,8500,0,9,205937.5,7,0.9360795454545454
160000,1,0,0,0,1,0,1,0,0,29,-1,-1,-1,0,-1,0,1289,2089,5464,2079,1908,1394,2106,5500,2000,2000,1350,700,0,3,2370.5,6,0.014815625
50000,1,0,0,1,0,0,0,1,0,27,-1,2,-1,-1,0,-1,780,390,390,780,390,390,0,390,780,0,390,0,1,2,520.0,2,0.0104
200000,0,1,0,1,0,0,1,0,0,32,2,0,0,0,-2,-2,160106,162743,81890,0,0,0,7600,4000,0,0,0,0,1,5,67456.5,7,0.3372825
80000,0,1,1,0,0,0,0,1,0,36,0,0,0,0,0,0,65554,66858,68279,69674,71070,73612,2395,2500,2530,2556,3700,3000,0,6,69174.5,3,0.86468125
140000,0,1,0,1,0,0,0,1,0,41,0,0,0,0,0,0,109326,111679,113921,114348,111382,112458,5600,5600,4500,4200,4500,4500,0,8,112185.66666666667,5,0.8013261904761905
20000,0,1,1,0,0,0,1,0,0,25,0,0,2,3,2,2,9248,11859,14264,13746,13228,14333,3100,2900,0,0,1325,670,0,1,12779.666666666666,1,0.6389833333333333
220000,1,0,0,0,1,0,0,1,0,36,0,0,0,0,0,0,215979,210475,216513,196219,200117,204312,7800,9639,7123,7162,7419,7462,0,6,207269.16666666666,7,0.9421325757575757
200000,0,1,0,1,0,0,0,1,0,46,1,-1,-1,-1,-1,-1,0,552,2523,2327,2308,0,552,2531,2327,2308,0,0,1,9,1285.0,7,0.006425
50000,1,0,0,1,0,0,1,0,0,44,0,0,0,0,-1,0,27200,10605,10355,9853,2917,1473,1172,1202,1000,2917,29,390,0,9,10400.5,2,0.20801
260000,1,0,0,0,1,0,1,0,0,27,-1,-1,-1,-1,0,-1,399,399,399,798,399,399,399,399,798,0,399,399,0,2,465.5,8,0.0017903846153846153
110000,1,0,1,0,0,0,0,1,0,51,0,0,0,0,0,0,105476,109153,109501,105290,78812,78503,5436,5007,5290,8812,8503,8200,0,10,97789.16666666667,4,0.8889924242424243
180000,1,0,0,0,1,0,1,0,0,33,-1,0,0,0,0,0,31689,30210,39634,42625,44935,48436,10000,10000,5000,3000,10000,30000,0,5,39588.166666666664,6,0.21993425925925925
120000,1,0,1,0,0,0,0,1,0,39,1,2,2,2,2,2,69830,68108,70415,74443,75527,77171,0,3400,5800,2900,3000,3100,0,7,72582.33333333333,5,0.6048527777777777
220000,0,1,0,1,0,0,0,1,0,37,0,0,0,0,0,0,13429,15688,17922,20111,22261,24392,2500,2500,2500,2500,2500,2500,0,6,18967.166666666668,7,0.08621439393939395
300000,1,0,0,0,1,0,1,0,0,39,0,0,0,0,2,0,89792,91558,93741,99802,97711,99538,4500,5000,8000,0,4000,4200,0,7,95357.0,9,0.3178566666666667
120000,1,0,0,0,1,0,1,0,0,28,0,0,0,2,0,0,75982,78213,82563,78273,79914,81514,3451,6275,0,2898,2926,6210,1,3,79409.83333333333,5,0.661748611111111
200000,1,0,0,1,0,0,1,0,0,37,-1,-1,-1,-1,0,-1,4037,3913,6336,5361,4950,2413,3913,6336,5361,3000,2502,3603,0,6,4501.666666666667,7,0.022508333333333335
200000,0,1,0,0,1,0,0,1,0,54,-1,-1,-1,-1,-1,-1,22413,890,1649,2121,0,51110,890,1649,2121,0,51110,1053,0,10,13030.5,7,0.0651525
110000,1,0,1,0,0,0,1,0,0,29,1,2,2,2,2,-1,6467,6920,6242,6712,871,16391,1114,0,1000,0,16391,832,0,3,7267.166666666667,4,0.06606515151515152
160000,1,0,1,0,0,0,0,1,0,53,1,-2,-1,2,2,-2,0,0,3613,2722,0,0,0,3613,0,0,0,0,0,10,1055.8333333333333,6,0.0065989583333333325
50000,0,1,0,0,1,0,0,1,0,41,0,0,0,0,0,0,46631,46929,47393,22944,24071,24397,2100,1500,824,1500,877,2796,0,8,35394.166666666664,2,0.7078833333333333
150000,1,0,0,0,1,0,0,1,0,29,1,-1,-1,-2,-2,-2,0,231,0,0,0,0,231,0,0,0,0,685,0,3,38.5,5,0.00025666666666666665
500000,0,1,0,1,0,0,0,1,0,49,1,2,0,0,0,-2,9502,9206,11000,13000,0,0,0,2000,2000,0,0,0,0,9,7118.0,10,0.014236
200000,1,0,1,0,0,0,0,1,0,47,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,7,0.0
50000,1,0,1,0,0,0,0,1,0,47,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,2,0.0
240000,1,0,0,1,0,0,1,0,0,29,0,0,0,0,0,0,92076,84598,90102,90198,89822,95856,5006,9002,7000,5049,21862,5529,0,3,90442.0,8,0.3768416666666667
430000,1,0,0,0,1,0,1,0,0,34,1,2,0,0,2,0,14965,11576,14099,15128,14647,16317,0,3000,3500,0,2000,2000,0,5,14455.333333333334,10,0.03361705426356589
80000,1,0,0,1,0,0,1,0,0,22,0,0,0,0,0,0,76737,70614,68502,27160,27712,29245,3500,10092,966,2000,2000,1037,0,1,49995.0,3,0.6249375
320000,1,0,0,1,0,0,1,0,0,29,1,2,0,0,3,2,93070,90725,92697,106221,104313,103251,0,3500,15100,11,3129,11,1,3,98379.5,9,0.3074359375
20000,0,1,0,0,1,0,1,0,0,25,0,0,0,0,0,0,8226,9281,10325,10378,7085,6542,1349,1393,446,390,422,2093,0,1,8639.5,1,0.431975
500000,0,1,0,0,1,0,1,0,0,32,0,0,0,0,0,0,65736,65164,62901,49434,41254,28115,2425,2174,1605,890,995,681,0,5,52100.666666666664,10,0.10420133333333333
50000,1,0,0,0,1,0,1,0,0,26,0,0,2,2,2,2,5800,8189,7909,9767,9466,11300,2500,0,2000,0,2000,400,1,2,8738.5,2,0.17477
240000,1,0,0,0,1,0,1,0,0,27,0,0,-2,-2,-2,-2,118175,0,0,0,0,0,0,0,0,0,0,0,0,2,19695.833333333332,8,0.08206597222222221
100000,0,1,0,1,0,0,0,1,0,52,0,0,0,0,0,0,21641,22983,24290,25080,25768,27407,2000,2000,1500,1093,2228,0,0,10,24528.166666666668,4,0.24528166666666668
20000,0,1,1,0,0,0,0,1,0,44,0,0,2,3,2,2,11007,15010,15767,15223,14837,16083,4525,1300,0,0,1495,3198,0,9,14654.5,1,0.732725
120000,0,1,0,1,0,0,0,1,0,48,-1,-1,-1,-1,-1,-1,13544,2671,14940,41990,1493,36186,3000,15928,43000,1493,36200,27277,0,9,18470.666666666668,5,0.15392222222222224
150000,1,0,0,1,0,0,1,0,0,31,0,0,0,0,0,0,138363,138979,37713,35592,35808,36730,6000,2000,2000,1300,1500,1500,0,4,70530.83333333333,5,0.47020555555555554
50000,1,0,0,1,0,0,1,0,0,22,0,0,0,0,0,0,28544,28681,23306,16282,9451,9408,1450,1400,1300,400,400,400,0,1,19278.666666666668,2,0.3855733333333334
140000,0,1,0,1,0,0,1,0,0,32,0,0,0,0,0,0,31367,29652,30178,20989,17125,14739,1614,10018,2009,1003,1017,1012,0,5,24008.333333333332,5,0.17148809523809522
50000,1,0,0,1,0,0,1,0,0,35,1,2,0,0,-1,0,31507,30705,33467,12870,3325,5103,0,3467,1229,3325,2000,2167,0,6,19496.166666666668,2,0.38992333333333334
80000,0,1,0,1,0,0,1,0,0,28,0,0,0,0,-2,-2,10677,9478,4603,0,0,0,2017,1033,0,0,0,1820,0,3,4126.333333333333,3,0.05157916666666666
50000,0,1,0,1,0,0,1,0,0,26,1,2,0,0,2,2,16412,15851,16889,19909,19291,20675,0,1294,3314,0,1700,0,0,2,18171.166666666668,2,0.3634233333333334
80000,0,1,0,1,0,0,0,1,0,45,2,2,2,2,2,0,35169,39069,38166,40642,39689,41043,4500,0,3427,0,2000,3000,1,9,38963.0,3,0.4870375
140000,1,0,0,1,0,0,0,1,0,60,2,2,0,0,0,0,113079,109796,112144,114789,115590,118221,0,5600,6000,4200,4500,4600,1,10,113936.5,5,0.8138321428571429
20000,0,1,0,1,0,0,1,0,0,28,0,0,0,0,0,0,17973,17835,18795,18252,17589,17480,1318,1278,635,802,350,0,0,3,17987.333333333332,1,0.8993666666666666
60000,0,1,0,1,0,0,0,1,0,37,3,4,3,2,2,2,30381,29986,29210,29729,30505,32232,366,0,1300,1400,2400,2300,1,6,30340.5,3,0.505675
180000,1,0,0,0,1,0,1,0,0,30,2,2,2,2,0,0,14038,16980,16915,17532,18429,20126,3500,500,1200,1500,2000,0,1,4,17336.666666666668,6,0.09631481481481483
60000,1,0,0,1,0,0,0,1,0,30,1,2,0,0,2,2,14135,13616,16065,18092,17504,19216,0,3000,2300,0,2000,0,1,4,16438.0,3,0.2739666666666667
370000,0,1,0,1,0,0,1,0,0,39,2,0,0,0,0,0,334394,337272,340152,345904,322168,272461,14005,12004,12362,12006,9555,11005,1,7,325391.8333333333,10,0.8794373873873873
50000,0,1,1,0,0,0,0,1,0,45,0,0,0,0,0,0,45982,41372,18059,18020,18028,17744,1421,1500,629,672,626,2000,0,9,26534.166666666668,2,0.5306833333333334
360000,0,1,1,0,0,0,0,1,0,49,0,0,0,0,0,0,170792,153458,136109,114908,111274,110141,5729,5365,4664,3890,3899,4724,0,9,132780.33333333334,9,0.3688342592592593
150000,0,1,0,0,1,0,1,0,0,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,5,0.0
30000,1,0,1,0,0,0,0,1,0,47,2,2,2,2,2,2,28073,28515,27150,28100,28104,28181,1800,0,2300,1200,1300,0,1,9,28020.5,1,0.9340166666666667
140000,1,0,0,1,0,0,0,1,0,46,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,780,0,9,390.0,5,0.002785714285714286
50000,1,0,0,1,0,0,0,1,0,39,1,2,2,2,2,2,16983,16413,21128,20492,30079,29460,0,5000,0,10000,0,10000,1,7,22425.833333333332,2,0.4485166666666666
110000,1,0,0,0,1,0,1,0,0,25,0,0,0,0,0,0,92332,77807,75559,74371,75126,73799,2800,3703,2700,2200,1810,3000,0,1,78165.66666666667,4,0.7105969696969697
390000,1,0,0,0,1,0,1,0,0,28,0,0,0,0,0,0,249265,253883,250654,253336,256281,257151,8903,9300,9402,10343,7000,6600,0,3,253428.33333333334,10,0.6498162393162393
20000,0,1,1,0,0,0,0,1,0,45,1,3,2,2,0,0,18838,18243,18849,17724,17524,0,0,1200,0,0,0,0,1,9,15196.333333333334,1,0.7598166666666667
460000,0,1,0,0,1,0,1,0,0,34,0,0,0,0,0,0,45358,42991,45848,50875,56479,50889,2613,7021,10019,10051,10046,5016,0,5,48740.0,10,0.10595652173913044
160000,1,0,0,1,0,0,1,0,0,32,0,0,0,0,0,0,156098,156259,155404,153234,156731,155818,6000,6000,5600,6000,6000,5500,0,5,155590.66666666666,6,0.9724416666666666
20000,0,1,0,1,0,0,1,0,0,23,0,0,0,-1,-1,2,17821,19099,0,1728,1953,1780,2000,0,1728,225,0,0,0,1,7063.5,1,0.353175
50000,1,0,0,1,0,0,0,1,0,39,0,0,0,0,0,0,47407,37716,30873,24659,15849,8540,2039,1400,1612,0,0,0,0,7,27507.333333333332,2,0.5501466666666667
60000,1,0,0,1,0,0,0,1,0,24,2,2,0,0,0,0,28600,27073,27396,27499,28060,27472,0,1460,1439,1000,1014,1078,1,1,27683.333333333332,3,0.46138888888888885
80000,1,0,0,0,1,0,1,0,0,25,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,0,1,390.0,3,0.004875
200000,0,1,0,1,0,0,1,0,0,27,2,0,0,0,0,0,189605,191628,180604,181273,180385,185370,14635,10019,8029,7010,10022,7049,1,2,184810.83333333334,7,0.9240541666666667
260000,1,0,0,0,1,0,0,1,0,32,-1,-1,2,-1,-1,-1,598,2268,2268,1732,718,165,2268,0,1732,718,165,3735,0,5,1291.5,8,0.004967307692307692
30000,0,1,0,1,0,0,1,0,0,32,2,0,0,2,2,2,7851,9065,11595,11112,12923,12566,1500,3000,0,2000,0,1000,1,5,10852.0,1,0.36173333333333335
100000,1,0,0,1,0,0,1,0,0,24,0,0,0,0,-1,0,7094,8249,7911,17716,1002,1518,1439,2000,10070,1002,1000,500,0,1,7248.333333333333,4,0.07248333333333333
50000,1,0,1,0,0,0,0,1,0,51,-1,-1,-1,-1,-2,-2,752,300,5880,0,0,0,300,5880,0,0,0,0,1,10,1155.3333333333333,2,0.023106666666666664
210000,0,1,0,1,0,0,1,0,0,37,0,0,0,0,0,0,142149,139025,50283,159231,155342,156769,6534,3069,110017,5496,6307,5376,0,6,133799.83333333334,7,0.6371420634920636
150000,1,0,0,0,1,0,0,1,0,44,-1,-1,-1,0,0,-1,1365,0,839,693,0,3975,0,839,0,0,3975,0,0,9,1145.3333333333333,5,0.007635555555555555
410000,0,1,0,1,0,0,1,0,0,42,-1,-1,-1,-1,0,-1,7114,8223,6557,16128,7539,5300,8309,6645,16141,0,5300,5600,0,8,8476.833333333334,10,0.020675203252032523
350000,1,0,0,0,1,0,0,1,0,42,-1,-1,-1,-1,-1,-1,360,360,360,360,510,510,360,360,360,510,510,360,0,8,410.0,9,0.0011714285714285715
360000,0,1,0,1,0,0,0,1,0,30,3,2,2,2,2,2,2500,2500,2500,2500,2500,0,0,0,0,0,0,0,1,4,2083.3333333333335,9,0.005787037037037038
180000,1,0,0,1,0,0,1,0,0,46,-2,-2,-2,-2,-2,-2,1905,2453,6997,3064,2158,9331,2453,6997,3064,2158,9331,0,0,9,4318.0,6,0.02398888888888889
210000,1,0,1,0,0,0,0,1,0,48,0,0,0,0,0,0,119530,111730,107150,102418,97653,92653,3998,3885,3712,3599,3346,2920,0,9,105189.0,7,0.5009
50000,0,1,0,0,1,0,0,0,1,37,1,2,0,0,0,0,49457,47080,45833,45310,6313,5009,0,1200,1000,126,1000,0,0,6,33167.0,2,0.66334
130000,1,0,0,0,1,0,1,0,0,27,1,-2,-1,2,2,-1,0,0,98,98,98,2500,0,98,0,0,2500,0,0,2,465.6666666666667,5,0.0035820512820512822
350000,1,0,0,1,0,0,0,1,0,38,0,0,0,0,0,0,62862,79927,76057,65139,56984,55038,24000,6000,5000,3000,6000,5000,0,7,66001.16666666667,9,0.1885747619047619
50000,0,1,0,1,0,0,0,1,0,45,-1,-1,-1,-1,-2,-2,4900,7222,3150,0,0,0,7222,3150,0,0,0,2977,0,9,2545.3333333333335,2,0.05090666666666667
50000,1,0,0,0,1,0,1,0,0,27,-1,-1,-2,-1,0,0,6018,0,0,6085,6085,5605,0,0,6085,0,0,6690,0,2,3965.5,2,0.07931
320000,0,1,0,1,0,0,1,0,0,36,0,0,2,0,0,0,289508,302561,283356,275361,268871,256974,21041,1514,9122,9518,9209,10213,0,6,279438.5,9,0.8732453125
50000,0,1,0,0,1,0,1,0,0,25,4,4,4,4,3,2,35906,37038,38151,37264,36396,35659,2000,2000,0,0,0,3001,0,1,36735.666666666664,2,0.7347133333333333
30000,0,1,0,1,0,0,1,0,0,43,0,0,2,0,0,0,25724,29638,27000,27382,26876,28351,5300,0,1100,1000,2300,0,0,8,27495.166666666668,1,0.9165055555555556
50000,1,0,0,1,0,0,0,1,0,45,0,0,0,0,0,0,35116,26171,25088,21090,21749,22386,1441,1500,756,1000,1000,829,1,9,25266.666666666668,2,0.5053333333333334
120000,1,0,0,1,0,0,1,0,0,23,0,0,-1,0,-1,-1,7945,3077,700,268,632,8815,1000,1200,200,632,8815,8400,1,1,3572.8333333333335,5,0.029773611111111112
20000,0,1,0,1,0,0,0,1,0,46,-1,2,0,0,0,0,7544,7277,8215,9200,10280,16130,0,1215,1200,1280,6000,0,1,9,9774.333333333334,1,0.4887166666666667
310000,1,0,0,0,1,0,0,1,0,38,1,-2,-2,-2,-2,-1,0,0,0,0,0,69,0,0,0,0,69,500,1,7,11.5,9,3.7096774193548386e-05
50000,1,0,0,0,1,0,1,0,0,23,0,0,2,0,0,0,9978,12493,10447,12247,9195,4995,3000,0,2020,0,100,2000,0,1,9892.5,2,0.19785
160000,1,0,0,1,0,0,0,1,0,35,-1,-1,-2,-2,-1,-1,549,0,0,0,1893,0,0,0,0,1893,0,177,0,6,407.0,6,0.00254375
90000,1,0,0,1,0,0,1,0,0,24,0,0,0,0,0,0,14329,14520,14747,4753,5152,4664,3000,1240,1220,1000,500,800,0,1,9694.166666666666,4,0.10771296296296295
420000,0,1,0,0,1,0,0,1,0,47,0,0,0,0,0,0,54799,53507,54678,55403,56260,57598,5000,5000,3000,3000,3000,3000,0,9,55374.166666666664,10,0.13184325396825397
230000,1,0,1,0,0,0,1,0,0,26,-2,-1,0,0,0,0,1200,990,9079,11186,10159,11734,990,8089,2186,1159,1734,1200,0,2,7391.333333333333,7,0.03213623188405797
180000,1,0,0,1,0,0,0,1,0,39,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,289,1,7,0.0,6,0.0
390000,1,0,0,0,1,0,1,0,0,31,0,0,0,0,0,0,252109,252401,180074,178025,198721,162444,12009,7508,6000,39604,6341,5000,1,4,203962.33333333334,10,0.5229803418803419
